,sentence,sentiment
2339,compagnie de is to issue a benchmark year covered deal in euros,neutral
2340,upgrade today by ms to overweight excellent company and leadership,positive
2341,the appointments will be in force until the new has been appointed,neutral
2342,the helsinki index was down pct at on turnover of,neutral
2343,now accounts for about of poultry sales in finland and profitability is at a good level,positive
2344,has an interesting growth strategy which we support,neutral
2345,the total reduction will be persons the company said,neutral
2346,announces a recall and the stock doesnt sell off this stock is teflon wont last forever,positive
2347,the estimated value of the contract is m headquartered in helsinki in finland develops and manufactures electronic measurement systems for meteorology environmental sciences traffic and industry,neutral
2348,turnaround buys for bhp and home retail group,positive
2349,pivotal research upgrading to buy,positive
2350,the sales of the segment fell by to m in june,neutral
2351,we can choose the most efficient best overall value option for our customers already at the bidding stage,positive
2352,new recommendation from carl of capital markets for is target is,positive
2353,the maximum obligated total trades per day is market value,neutral
2354,each share is entitled to one vote,neutral
2355,to sell to for billion,positive
2356,will become part of light meals unit,neutral
2357,s solution has been selected for its low fuel consumption environmentally sound technology and global service support,positive
2358,according to more than just refreshment and energy will soon be found in soft drinks also in finland,neutral
2359,the order was valued at m,neutral
2360,the contract is worth some million,neutral
2361,adp news nov finnish retail software developer solution said today that it swung to a net profit of million m for the first nine months of versus a net loss of eu,positive
2362,operating profit totalled mn down from mn the year before,neutral
2363,the company reiterates its outlook for,neutral
2364,product deliveries will not be interrupted the refiner said giving no financial details,neutral
2365,the issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities,neutral
2366,the growth of net sales in the first half of has been compared with the first half of,positive
2367,harold w young is an independent broker working closely with several retailers including ahold usa market basket s wholesale club and cumberland farms,neutral
2368,academics claim android authentication is breakable security authentication hacking goog,negative
2369,initially the company said a maximum of people would be made redundant in the parent company and about in its subsidiaries,negative
2370,a new light variety of marketed under the atria brand name is now available to consumers in finland,positive
2371,i m happy with the outcome said after the hearing,positive
2372,supermarket stocks rally as plans to axe assets,positive
2373,last year the company raised its turnover to approximately million litas from million litas in,positive
2374,the company said that the fall in turnover had been planned,negative
2375,the decision means temporary layoffs of fixed duration at the company s and units in southern and central finland respectively,negative
2376,in the next few years the sector s share of electricity consumption will be raised by the increase in the popularity of,neutral
2377,the total value of the agreement is m the company said,neutral
2378,the fair value of investment properties totalled mn compared to mn in the corresponding period in,positive
2379,body es also owns stakes in power sales companies sare body and power sales company all it received from the distribution balance,neutral
2380,disaster will not affect image of budget air travel,neutral
2381,update bp shareholders back more disclosure on climate change risks,neutral
2382,investors cheered the agreement pushing shares up or euro to euro in afternoon trade,positive
2383,the contract includes an option to deliver an additional in the next phases of the project,neutral
2384,amazon declares best ever black friday and monday for kindle family via,positive
2385,will continue to invest in future development of qt and will be responsible for commercial licensing and services business,neutral
2386,in earned million lats in profit on million lats in turnover,neutral
2387,group announces strategic update outlining its plan,neutral
2388,turnover surged to m from m due to increasing service demand especially in the third quarter and the overall growth of its business,positive
2389,eu regulators clear ab deal,positive
2390,update reiterates annual outlook after tough,neutral
2391,target company corporation business identity code date of change in holding january portion of the shares and votes the current group holding of group central cooperative is shares which represents of the shares and voting rights,neutral
2392,wants to serve its industrial customers with individual products,neutral
2393,the measures taken will cause onetime costs during the final part of,neutral
2394,is demanding a new board for the company as well as discussions on the merger of alma media and media company,neutral
2395,s expertise in lightning data and information systems is based on extensive experience and investment in rd,neutral
2396,as a result some persons will no longer be needed,negative
2397,sales increased due to growing market rates and increased operations,positive
2398,frost sold shares for million at per share compared with friday s high of and low of,negative
2399,abc bullish pattern targets,positive
2400,poaches scientist as new research head,neutral
2401,ascending base breakout starting to gain traction strong stock,positive
2402,in s net loss was million compared to million in the previous year,neutral
2403,sales came in at compared with and also beating consensus forecasts of,positive
2404,active shipping is essential for finland,neutral
2405,lots of green on the min watch the hourly possible resistance currently,positive
2406,the other deal is for process cranes to the russian steel mill in through an order placed by turkish construction company as,neutral
2407,a few months ago vice chairman phillip frost and marathon venture capital fund mara sold shares,neutral
2408,the estonian electronic components factory is running out of material because of the closure of air traffic,negative
2409,bp to withdraw staff from algeria following rocket attack,negative
2410,competition authorities will have to approve the deal before it can be finalized,neutral
2411,mr joins from siemens networks where he has held various senior sales management and business development positions since,neutral
2412,fb churning in high volume price lots of sellers trying to get out might take a while here to consolidate before moving higher,negative
2413,finnish a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of mn in the first half of down from mn a year earlier,negative
2414,sales of security and system packaging increased slightly,positive
2415,typically the transmission power level can be decreased when the interference noise is above a predefined value,neutral
2416,operating profit for the period decreased from m while net sales increased from m as compared to the corresponding period in,negative
2417,according to consumers are advised to cut away the rabbits bow tie that contains the and dispose of it,neutral
2418,the deal covers auto oy ab s sales and services concerning volkswagen and in helsinki and,neutral
2419,could be about to snap up more of beers ahead of ab sale,positive
2420,previously the plant was expected to be completed by the end of,neutral
2421,which is part of finnish paper maker group is due to release its report at around on august,neutral
2422,capital base and capital adequacy measurement is based on approaches under ii,neutral
2423,the dividend will be paid on april to each of the shareholders who on the record date of april have been entered in the list of shareholders kept by the finnish central securities depository,neutral
2424,deliveries of and are expected to start in the second quarter of,neutral
2425,you have to love these types of articles ss interest rose on on day before we hit our lows,negative
2426,lining stone sales were also good in the early autumn and order books are strong to the end of the year,positive
2427,should you buy jumbo yielders british american tobacco john wood group,positive
2428,licenses for the games cost as little as while purchasing a game outright can cost as much as or,neutral
2429,our extensive cooperation will also bolster s position in the domestic operator market adds,positive
2430,according to the of bank estonia kraft finland and have been cooperating for more than ten years,positive
2431,the volumes are expected to increase during the next few years,positive
2432,maybe closing all those calls i had this morning was a bad idea money left on the table,positive
2433,estimates it will generate a revenue of euro from its indian operations for,neutral
2434,additionally the company will use the solutions to automate the preparation of financial statements according to standard,neutral
2435,cash flow from operating activities before investments was million million,neutral
2436,oy s office is a significant logistics and business premises constructor,neutral
2437,longer term bullish,positive
2438,shock phase consumers have once again started to plan and implement building projects,neutral
2439,founded in has over years of product quality excellence and is finland s oldest company,neutral
2440,said that it will reduce the number of leased personnel by and lay off of its own personnel,negative
2441,a systems supplier and contract manufacturer to the communications sector will start personnel negotiations in in finland to lay off staff temporarily,neutral
2442,the nordic index comprising the most traded nordic stocks on the exchange closed down at points on thursday,neutral
2443,excluding nonrecurring items pretax profit surged to,positive
2444,also a historic analysis is provided for these markets,neutral
2445,this amount will not be included in the pensionable salary,neutral
2446,aug calls c,positive
2447,in q of the company s operating loss totalled mn compared to a profit of mn in q of,negative
2448,finnish s engineering division engineering will reorganise its operations in the mo i rana plant in norway,neutral
2449,to ensure low operational cost for radio networks the modules can be configured software upgraded and diagnosed remotely,positive
2450,in q of the company s result before taxes from continuing operations excluding nonrecurring items totalled mn compared to mn in the corresponding period in,neutral
2451,of the company noop said the growth in the sale of premium beers was the biggest,positive
2452,finnish fibers and plastics producer corporation helsinki reported on wednesday october an operating loss of m on net sales of m for the third quarter of,neutral
2453,deliveries have started and the network will be ready for a launch soon,positive
2454,alexandria va nov aho finland has developed a method and apparatus in conjunction with a shoe press,neutral
2455,sales improved to mn compared with mn,positive
2456,net sales fell by from the previous accounting period,negative
2457,last year cut production closed mills in finland and slashed jobs,neutral
2458,japans to submit bid next week for and,positive
2459,operating result showed a loss of mn while a year before it showed a profit of mn,neutral
2460,operating loss before nonrecurring items was mn compared to a profit of mn in,negative
2461,what would you like to see changed on s next attempt,neutral
2462,the company will release its results on february,neutral
2463,the scissors from are part of the permanent design collection of the museum of modern art in new york as well as the philadelphia museum of art,neutral
2464,and us energy executives say high steel prices are threatening energy exploration,neutral
2465,currently builds a housing estate square metres in the city and a house square metres which will be completed at the end of,neutral
2466,the world s scissors brand tm recently won learning magazine s teachers choice award for the classroom,positive
2467,chief executive officer s changes on tuesday mark the third time in nine months the company has reshuffled executives and operations as loses ground to apple s and rim s blackberry,neutral
2468,s us shares were percent lower at by,negative
2469,operating profit for the month period decreased from m while net sales increased from m as compared to,negative
2470,a total of stock options were issued in the stock option scheme,neutral
2471,at this stage a maximum of series a shares will be acquired representing about per cent of the company s shares outstanding,neutral
2472,this acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services,positive
2473,bonds rise as lender cuts dividends to shore up capital,positive
2474,see ya above,positive
2475,the group s revenue in amounted to million and the company currently employs approximately people,neutral
2476,estonian company s customer numbers cross oct the estonian telecommunications company won approximately new clients in the nine months of this year bringing the number to by the end of september the company said,positive
2477,construction is expected to be completed in the summer of,neutral
2478,is a global expert in consulting and engineering,neutral
2479,stock exchange release the annual general meeting of decided on march to approve the company s annual accounts for,neutral
2480,net sales increased to m from m and pretax profit rose by to m,positive
2481,operating profit in the fourth quarter went down to from m for the corresponding period of as it included costs of growth projects,neutral
2482,corporation president and distribution helsinki major media dynamic solutions enable service providers to deliver services flexibly and charge them effectively,neutral
2483,our was especially developed for use by communities and organizations,neutral
2484,the announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for texas instrument chips which use technology,negative
2485,according to an posted by the world intellectual property organization the present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels,neutral
2486,the orders consist in total of over panels of hatch covers and they will be delivered for container vessels with capacities ranging from to,neutral
2487,the company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production,neutral
2488,at am was the market s biggest faller pct lower at while the helsinki was pct higher at and the helsinki was up pct at,neutral
2489,imperial tobacco adds quarterly dividends after profit rose,positive
2490,long streaming services rapidly outpacing traditional cable,positive
2491,the buyer is real estate owner oy but the companies have agreed not to disclose financial details of the deal,neutral
2492,however the broker gave an outperform recommendation on the stock,positive
2493,airbus has firm orders for the a and nonbinding commitments,positive
2494,den is europe s largest maker of automotive navigation devices while cayman is larger in the us and overall,neutral
2495,also construction expenses have gone up in russia,neutral
2496,double bottom with handle buy point of,positive
2497,stock exchange release february at am shipping part of group has signed a new contract with corporation for the marine transport of raw materials on the baltic sea,positive
2498,update to cut jobs as part of year restructuring plan,negative
2499,after a long unprofitable period the food division posted a profitable result which speaks of a healthier cost structure and a new approach in business operations said,positive
2500,group headquartered in helsinki finland develops interconnection solutions for the electronics industry,neutral
2501,the economic development and trade ministry and industry and energy ministry along with the regional administration and the russian lumberman and timber exporters union has been carrying out work to acquire investment for the construction of a pulp and paper mill in since,neutral
2502,all going down,negative
2503,september finnish stationery and gift retailer hel said today its net sales rose by to m in august driven by growth in finland while demand in the remained weak,positive
2504,m communications disclaims all liability for information provided within information on on the world wide web,neutral
2505,in a note to clients published the dutch broker described the company s third quarter results as soft although it also noted that retained its guidance dealers said,neutral
2506,the firm s head office is in rugby road,neutral
2507,the nordic index comprising the most traded nordic stocks on the exchange closed up at points on wednesday,positive
2508,in addition to software development the new design unit will provide for mechanical engineering and electronics design,neutral
2509,concrete bid for assets,positive
2510,net sales for the financial year are expected to amount to about and the operating result is expected to be a loss as announced before,neutral
2511,seller is the finnish group the largest european electronics manufacturing services company,neutral
2512,sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of,neutral
2513,the finnish maker of mobile phone chargers monday posted a million loss in the second quarter compared with a million profit in the same period the previous year,neutral
2514,finnish has been awarded a significant order for a total of loader cranes by bae systems in the us,positive
2515,the company expects its net sales for the whole to remain below the level,negative
2516,the employee negotiations are to address measures needed to adjust the operations to the present production situation,neutral
2517,overbought ba ibm,negative
2518,steve jackson analyst at and former of said broke the mold when they gave away analytics for free,neutral
2519,we re delighted with the move says above it s double the size of our current shop and has a lovely feel to it,positive
2520,via the plant the belgian company will feed mw of electricity into the distribution grid and will be able to deliver up to mw of heat,neutral
2521,the money will be spread mainly over and the company said,neutral
2522,at this growth rate paying off the national debt will be extremely painful,neutral
2523,the agreement strengthens our partnership with siemens networks,positive
2524,these sections will be put into place to form the steel structure of the bridge says senior vice president infrastructure and northern europe construction,neutral
2525,the production capacity can be tripled without any major additional investments the company said,positive
2526,buys meantime to quench thirst for craft beer,positive
2527,finnish has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the zinc smelter in bulgaria,positive
2528,the customer is then forwarded to the site and unknown to him logged in with the first number,neutral
2529,capman an asset manager has bn worth of assets under management in the nordic region,neutral
2530,lt s net profit for the whole dropped to million from million for,neutral
2531,recently announced plans to build its north american headquarters at business park in,neutral
2532,headquartered in finland is a electronics contract manufacturer with some employees in finland estonia and india,neutral
2533,pretax loss totalled mn compared to a loss of mn in the corresponding period in,negative
2534,the group is a successful international technology company that develops manufactures and markets electronic measurement systems and products,positive
2535,earnings per share in the first quarter amounted to a loss of,neutral
2536,san francisco corp the world s largest maker is using the consumer electronics show in las vegas to introduce a thin folding phone according to a media report monday,neutral
2537,production facilities july finnish investment group hel said today that it will buy the former production facilities of finland as part of negotiations on the option to invest in specialty cellulose fiber business,neutral
2538,pledges to heed critics after painful experience,negative
2539,s cash flow from operations grew to mn from mn a year ago,positive
2540,said to name new with still hospitalized,neutral
2541,sales of which is controlled by the finnish brewery declined by percent to million liters and the company held percent of the market,negative
2542,these companies will be able to keep their market positions,positive
2543,after this purchase will become the second largest rental services provider in the latvian market,positive
2544,operating profit was mn up from mn,positive
2545,that the most of the internet contents media houses provide can not be free forever,neutral
2546,members share personal and business travel plans privately with their networks and highlight interesting places to stay eat and explore in cities around the world,neutral
2547,the company now estimates its net sales in to increase considerably from and its operating result to be clearly positive,positive
2548,currency conversions are based on exchange rates at the time of the deal,neutral
2549,finally some nice downside move looking for the handle to break,negative
2550,s presence here also opens up new and interesting development opportunities for our students the dean of the faculty of electronics communications and automation at said,positive
2551,i think the crew can get this short into the next days heading into earnings,negative
2552,in the building and home improvement trade sales decreased by totalling mn,neutral
2553,the issuer is solely responsible for the content of this announcement,neutral
2554,london stock exchange seals billion merger with deutsche,positive
2555,diluted earnings per share rose to versus,positive
2556,finnish media company s net profit decreased to euro for the first quarter of from euro for the same period of,neutral
2557,prices and delivery volumes of broadband products decreased significantly in,negative
2558,london morning briefing and standard chartered shares rise,positive
2559,th sp and the potential of bes and cross platform will bring good news in time,positive
2560,there s the issue of thieves stealing them from building sites said mr smith,negative
2561,the government has had a very professional approach in assessing the offer,positive
2562,travis hikes dividend as profit and revenue rise,positive
2563,abp shares representing of the share capital and voting rights,neutral
2564,in the fourth quarter of orion s net profit went up by to,positive
2565,is to issue a benchmark covered deal,neutral
2566,s net profit for the second quarter of jumped to euro from euro a year ago,positive
2567,expects its annual capital expenditure in the next four to five years to be within a range of billion as earlier announced,neutral
2568,since the association s data do not cover sales figures from about small local breweries and sales of imported beer products the actual market shares of its members are smaller than those given in the report,negative
2569,the subscription price of the shares subscribed with the option rights was,neutral
2570,s operating profit jumped to million from million,positive
2571,siemens networks has struggled to make a profit in the past two years,neutral
2572,the unit will be developed to focus especially on the manufacture of prototypes the of new products and the demanding testing and services,neutral
2573,an of the invention released by the patent office said a noncoherent search matrix is formed of said correlation function matrix,neutral
2574,the group reiterated its forecast that handset manufacturers will sell around units this year globally,neutral
2575,the earnings in the comparative period included a capital gain of mn from the sale of shares,neutral
2576,fb small long via calls,positive
2577,again the most significant sales increase of was in russia,positive
2578,finnish component supplier corporation helsinki said on monday june that it is changing its pricing cycle due to the increase of raw material prices,neutral
2579,financial strategic and operational factors are considered,neutral
2580,gs slides on balance sheet worries,negative
2581,july finnish steel maker hel or said today it turned to a net profit of in the second quarter of from a net loss of in the corresponding period last year,positive
2582,as an overall effect of the abovementioned measures will recognize nonrecurring expenses of million in the fourth quarter of,neutral
2583,operating profit rose to mn from mn in the corresponding period in,positive
2584,the company reported net sales of euro and an operating margin of pct in,neutral
2585,merged and deutsche would be led by,positive
2586,the total delivery volume of paper businesses in was tonnes up from tonnes in,positive
2587,with the acquisition the company will expand its offering to north central and south america it said,positive
2588,together with latvia will operate rental outlets in the baltic states,neutral
2589,the value of the contract is about m headquartered in finland provides consulting and engineering services to the energy forestry and infrastructure environment sectors,neutral
2590,subscribers can browse free numbers with their handset and select the numbers packages and services they prefer when activating the phone,neutral
2591,connectivity services include scan and capture which transfers paper invoices into electronic format and business transactions service enables the customer to receive and send invoices in an electronic format,neutral
2592,at the same time sales development in russia was boosted by the opening of centre in st petersburg,positive
2593,the board of directors proposes to the shareholders meeting on march that the company would pay dividend for the financial year january december per share,neutral
2594,chairman admits surprise at size of regulatory penalties,negative
2595,finland is the domestic unit of machinery rental company hel,neutral
2596,like all other mechanical from also proline plus is marked and comes with a year warranty,neutral
2597,earlier today s finnish rival cut its sales growth forecast to pct from pct blaming tough conditions in germany and the us as well as currency factors,neutral
2598,the invention carries international patent publication no,neutral
2599,is launching first in the market in mid with other markets to follow,neutral
2600,books further m cost for shetland gas terminal delays,negative
2601,swedish engineering consultant firm is to establish a unit in town by the turn of the month,neutral
2602,the agreement was signed with healthcare the subsidiary of a finnish public company which develops manufactures and markets liquid handling products and diagnostic test systems,positive
2603,finland s energy has won a contract to advise builders of a new cogeneration power plant in lithuania s city of and to supervise the construction process,positive
2604,back under darn those shorts no chit sherlock,negative
2605,the total value of the deliveries is some,neutral
2606,also had just initiated with an outperform yesterday while several other firms all reiterated buy ratings,positive
2607,nordic infrastructure construction is one of our strategic growth areas,neutral
2608,these share transactions are part of the company s strategy of relinquishing assets that are not part of its core business,neutral
2609,net sales decreased to mn from mn in the corresponding period in,neutral
2610,provides a wide range of research reports industry statistics and competitive intelligence on the industrial sector,neutral
2611,has finnish operations in and and is also preparing to expand its operations to russia,neutral
2612,from continuing operations came in at up from,positive
2613,when open next year it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat,positive
2614,european stocks hover near week low dialog and bhp slump,negative
2615,the value of the deal is estimated at between and,neutral
2616,the company said that its investments in the new market areas resulted in sales increase in sweden poland russia and lithuania,positive
2617,operating profit was mn down from mn,negative
2618,as part of the measures that will take place in spring will start personnel negotiations that will affect its entire staff of,negative
2619,the output of the contracts totals,neutral
2620,as capacity was cut with the passenger load factor was down percentage points,neutral
2621,yelp this goes green and so many shorts are toast,positive
2622,s baltic sales in the first three quarters of totaled million euros representing a drop of percent year on year,negative
2623,the new railway tunnel will be built on a new section of track between and veda forming part of the line that follows the coast of the gulf of,neutral
2624,bear raid in effect stock down,negative
2625,president of and the head of the trade division will leave his current tasks in spring for a similar position outside the group,neutral
2626,red daily triangle on up on long position,positive
2627,adp news finnish retailer hel said today its total sales excluding value added tax vat stood at million m in january down,neutral
2628,is now considering taking part in nuclear energy projects outside of finland,neutral
2629,the joint venture to be called siemens networks will be comprised of s network business group and siemens operations creating estimated synergies of billion euros billion by said,positive
2630,the company operates through four principal divisions consumer packaging office papers speciality papers as well as market pulp and energy,neutral
2631,zip experts warned tuesday,neutral
2632,shareholders back head for chairman,positive
2633,subscribers of china the nation s second largest mobile phone operator after china mobile are expected to release pictures videos and on the internet via mobile phones as of march,neutral
2634,currently the quarterly applied surcharges differ significantly from the actual market prices,neutral
2635,break that hod on volume and we have a nice consolidation completed for another run,positive
2636,the parties have also agreed that has the right to sell the remaining shares in to months after the purchase of the majority holding at the earliest,neutral
2637,complete name of the shareholder otto further information the amount of shares now transferred corresponds to of the total number of shares in,neutral
2638,unc charlotte would also deploy connector to enable secure application connectivity,neutral
2639,also chile is an important market area for forest machine companies,neutral
2640,the developers of that project predict that once it is completed in april will attract some million visitors annually,positive
2641,the operating loss amounted to mn compared to a profit of mn a year earlier,negative
2642,the most popular mobile data services are email surfing the internet as well as news and weather services,neutral
2643,has a foreign investment limit of but it appears that mobile vas does not which means that can pick up as much as,neutral
2644,march a leakage in the gypsum pond was detected today at the mine,negative
2645,following the increase the tm s capital totals romanian lei euro,neutral
2646,radiation and today is a full service house expert in radiation and nuclear safety issues,neutral
2647,tesla motors recalls model x,negative
2648,finnish flexible packaging manufacturer corporation reports net sales of mn in the first quarter of compared with mn a year earlier,positive
2649,new delhi jussi and of telecommunications oy finland have developed cable adjustment device,neutral
2650,period is down at just read book on trading strategies,positive
2651,koff s market share of the volume of the market was s,neutral
2652,runs the power plant and has intentions to start a demonstration project jointly with another finnish utility at the their jointly owned mw facility,neutral
2653,the board of directors was authorized to decide on other terms of the share issue,neutral
2654,net income from life insurance rose to mn from mn and net income from nonlife insurance to mn from mn in,positive
2655,can christmas save and,negative
2656,in the group s net sales stood at million and it had about employees,neutral
2657,the program included operational improvements and reductions in personnel mainly in the netherlands,neutral
2658,our customer has been satisfied with invoice automation solution and extends the implementation to new geographies,positive
2659,the growth of net sales has continued favourably in the middle east and in asia pacific,positive
2660,the company will propose a dividend of per share for,neutral
2661,pushing highs,positive
2662,both operating profit and net sales for the month period increased respectively from m and m as compared to the financial year,positive
2663,key shareholders of finnish it services provider on friday rejected a hostile billion billion offer from buyout shop nordic capital giving new life to a possible counter offer from group lp and norwegian asa,positive
2664,operating loss totalled mn down from a profit of mn in the first half of,neutral
2665,currently the company uses eight similar reach stackers and four empty container handlers by,neutral
2666,wants lower up waves getting smaller on the min,negative
2667,the planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill,neutral
2668,basic banking activities continued as normal,neutral
2669,is the site of the main production plants as well as company headquarters,neutral
2670,sells and broadband service to,positive
2671,in switzerland have been an established supplier of products for a long time and its primary customers include cable and operators,neutral
2672,s share is quoted on the helsinki,neutral
2673,the composite body is coated with a hard coating layer produced by thermal spraying and the coating is ground,neutral
2674,demand for fireplace products was lower than expected especially in germany,negative
2675,net sales of s main business area technologies a manufacturer of glass processing machines decreased to mn from mn in,neutral
2676,sales fell abroad but increased in finland,neutral
2677,will be undertaking community projects throughout the and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects,neutral
2678,se stock exchange announcement february at am will publish its financial statements bulletin on wednesday february at am,neutral
2679,sets up for breakout part ii via goog,positive
2680,the aim is an annual improvement in construction s operating profit of more than million m starting in,positive
2681,our expertise extends to the fields of energy industry urban mobility and water environment,neutral
2682,housing market steadies after dip persimmon says,positive
2683,will divide its sales and maintenance service network into six geographical areas,neutral
2684,after the transaction alma media raised its stake in to of the shares and some of voting rights,positive
2685,pharmaceuticals group orion corp reported a fall in its earnings that were hit by larger expenditures on rd and marketing,neutral
2686,in food trade sales amounted to m a decline of,negative
2687,why id buy arm holdings and bhp today,positive
2688,clearing this descending trend line buy area now,positive
2689,buys remaining rights to treatment in deal up to billion,positive
2690,it s even a little bit higher than s multiples on itself an analyst in helsinki said,neutral
2691,the finnish utility known as said it heavy s model along with reactors from corp ge nuclear energy and korea hydro nuclear power co,neutral
2692,was founded in and its revenues have risen on an average by with margins in late s,positive
2693,the shares subscribed will be eligible for trade on the following day from the registration,neutral
2694,ranked before local cooperative banks and in customer loyalty this time too however,positive
2695,one of the opportunities would be to bring all baltic meat processing to like processing was concentrated at the unit in finland the paper wrote,neutral
2696,net sales of s main business area technologies a manufacturer of glass processing machines decreased to mn from mn in,negative
2697,strong close coming,positive
2698,this action follows personnel negotiations concerning se finnish branch finland oy and design center oy,neutral
2699,uncommonly weak snow conditions in nearly every market have affected our first quarter result chief executive roger said,neutral
2700,currently it operates a fleet of eight carriers as well as nine pushers and barges,neutral
2701,the company s profit before taxes fell to mn in the third quarter of compared to mn in the corresponding period in,negative
2702,profit taking on this morning that has to be the pressure on the stock im still bullish on,positive
2703,the capital structure of may be complemented by other financial instruments in the future,neutral
2704,the transaction is planned to be financed with a loan granted by standard chartered bank hong kong,neutral
2705,jon has previously held operational executive positions in american express card and travel divisions as well as schultz sweden and renal products,neutral
2706,hobby hall s sales decrease pct due to implementing a new information system that involved changing in the principal of posting sales,neutral
2707,now it is time to short,negative
2708,in q of bank of land s net interest income weakened by to mn,negative
2709,the contract involves refurbishing the bathrooms of units as well as their water and sewer pipes,neutral
2710,the total project duration is three years and it is valued at some m,neutral
2711,the total floor area of the plant expansion is square metres,neutral
2712,printed fabrics and related design expertise have always been the core of s business and brand,neutral
2713,picked some up like this going into,positive
2714,in net profit went up by to million and net sales to million from million,positive
2715,the cash and cash equivalents totaled m compared to m in the previous year,neutral
2716,manufactures soapstone and ceramic fireplaces as well as natural stone products and utility ceramics,neutral
2717,we have a group of volunteers made up of employees who will manage the distribution over the next week they will distribute the tents to more than organizations haiti maarten said,neutral
2718,in finland bank now part of the bank group will lay off staff from the administrative and support functions,negative
2719,s underlying results however included in positive hence the adjusted underlying actually amounts to clearly below expectations analysts said,neutral
2720,come to the party and buy this gonna give solid gains and a dividend,positive
2721,the phones are targeted at first time users in growth markets,neutral
2722,revenues at the same time grew percent to million euros,positive
2723,drugmaker shire to buy for billion after month pursuit,positive
2724,net sales are expected to increase by approximately the company said,positive
2725,the tightened competition situation in the production automation market has affected net sales during said,negative
2726,a survey conducted by for life shows that companies are badly prepared to losing key staff members,negative
2727,the company slipped to an operating loss of million from a profit of million,negative
2728,fb nice buyable dip right here,positive
2729,basing nice a close over is bullish spy study watch for a close near hod currently up up,positive
2730,via the takeover further expands its business area specialising in digital printing which since previously consists of the subsidiaries oy and oy,positive
2731,all the ferries had run into trouble just outside the stockholm archipelago made up of more than islands,neutral
2732,according to deputy md the aim is double turnover over the next three years,positive
2733,the proposal of the shareholders to elect mr to the board is based on his long and unrivalled experience and knowledge of all matters related to,neutral
2734,the company s board of directors would propose a dividend of per share for,neutral
2735,he said things will be different when new finnish nuclear power stations go into operation and the large hydro powered stations of northern europe have a good year,neutral
2736,the fair value change of investment properties was mn compared to mn in the third quarter of,negative
2737,is considering further measures in the matter,neutral
2738,why is doomed in chart fb goog,neutral
2739,n group will pay m of the transaction price upon closing and the remaining sum in,neutral
2740,who is currently the chief operating officer at siemens networks will join on january and take over as effective february,neutral
2741,our food in finland report offers a comprehensive guide to the size and shape of the market at a national level,neutral
2742,the economic occupancy rate of s property portfolio rose to from in,positive
2743,the value of the contracts is about mn,neutral
2744,up and up on bn deal,positive
2745,finnish bank of land will launch its pension savings account at the beginning of june,neutral
2746,alexandria va nov of finland and of finland have developed an automated transportation system with a transport selection,neutral
2747,he does not believe however that or atria will start to use imported meat as finnish consumers prefer domestic products,neutral
2748,we are selling an information systems development business to the finns,neutral
2749,finnish corporation that makes wipes and flexible packaging expects changes in the market situation to reduce sales of s and wet wipes from the previously estimated volumes,neutral
2750,has an agreement to transfer its stakes in and the five into the trust management of inter,neutral
2751,oy business id has according to its notice on august acquired alma media shares,neutral
2752,headquartered in finland is a growing and international glass technology company,neutral
2753,and noted they have established agreements that cover commercially proven management of mobile devices as well as mobile device security and mobile application management,positive
2754,buyback not trending right spending more as shares pricier hopefully will pull back w q closing,negative
2755,the company s annual loss amounted to mn compared to a profit of mn in,neutral
2756,the original name ml as a subsidiary of the finnish group has been changed to ml components and the company has seen a growth in q in comparison to q,positive
2757,helsinki the mobile phone charger manufacturer said it has appointed as its new following the resignation of mats,neutral
2758,has a commanding lead in installed map data systems in north american vehicles and may be the leader in navigation data offered by services such as in north america said analyst phil of research group in,positive
2759,companies evaluated in the report include aladdin ca marshal panda trend micro tumbleweed and,neutral
2760,around percent of the world s fleet is over years old and needs to be scrapped for environmental reasons,neutral
2761,in the first quarter of the result was a pretax profit of million versus a loss of million in the same period last year,positive
2762,solution stock exchange release august at am shares subscribed for with stock options a total of new shares of solution have been subscribed for with the company s a stock options,neutral
2763,the insolvency act regulates the amount of debt that borrowers are permitted to write off,neutral
2764,the investment will be worth approximately mn,neutral
2765,the company is presently examining whether the project would be financially feasible,neutral
2766,also s profit for accounting period went up to mn from mn a year ago,positive
2767,the start of the negotiations relating to s efficiency program was announced in october,neutral
2768,the continued operations mean the structure after the restructuring of the group including and the headquarter operations,neutral
2769,earnings per share amounted to a loss of,negative
