,sentence,sentiment
2765,according to the announcement of the helsinki stock exchange the share of shall be delisted from the of the helsinki stock exchange accordingly,neutral
2766,activities range from the development of natural resources to the retailed marketing of finished products,neutral
2767,additionally information on business segments competitors and future outlook are provided,neutral
2768,additionally the company will terminate a maximum nine salaried and senior salaried employees employment contracts,negative
2769,additionally the company will use the solutions to automate the preparation of financial statements according to standard,neutral
2770,has participated in the program for the development of the norwegian pension system since,neutral
2771,will provide a new data warehouse and reporting solution behavioural scoring system supporting operational decision processes and data migration from old legacy systems to the new system,neutral
2772,builds highly it solutions for its customers in finland and the baltic countries,neutral
2773,after april will not have any own employees in the territory,neutral
2774,after buying car carriers percent stake group is now the sole owner of the swedish port of,neutral
2775,after completion of the acquisition s oil and gas expertise will cover multidiscipline engineering and consulting services across the complete oil and gas asset including deepwater engineering services,neutral
2776,after the restructuring s average paper machine capacity in europe will be tons short tons in coated magazine paper and tons short tons in coated fine paper,neutral
2777,after the transaction will own in and,neutral
2778,after the transaction has no powder coatings related operations,neutral
2779,corporation stock exchange announcement corporation will publish its first quarter financial results on friday april approximately at am finnish time,neutral
2780,will also offer hotel and hotel project consultancy management services brand franchise training and sales and marketing services on a basis,neutral
2781,forecasts finland s inflation at in,neutral
2782,noted that its voice supply chain technology approach enables to integrate with warehouse management systems,neutral
2783,solution stock exchange release august at am shares subscribed for with stock options a total of new shares of solution have been subscribed for with the company s a stock options,neutral
2784,alexandria va dec finland has developed a veneer cutter,neutral
2785,alexandria va dec united states patent no issued on dec was assigned to corp finland,neutral
2786,alexandria va dec united states patent no issued on dec was assigned to finland,neutral
2787,alexandria va jan united states patent no issued on jan was assigned to chemicals inc ga,neutral
2788,alexandria va march of finland has developed a panel press,neutral
2789,alexandria va may matti and both of finland of helsinki finland and of finland have developed a paper web press device,neutral
2790,alexandria va oct of finland has developed a method of identifying remote radio units in a communication system,neutral
2791,alexandria va oct united states patent no issued on sept was assigned to finland,neutral
2792,alma media corporation press release march and being bought by two local papers and appearing in and its neighbouring municipalities are to be bought by oy,neutral
2793,alma media corporation press release march purchase confirmed the business operations of oy will be transferred to oy,neutral
2794,also finnish industry investment a investment company will participate in the project,neutral
2795,also in latvia we act as a partner for bakery customers in both production and product development,neutral
2796,also construction s construction division is initiating negotiations at its sites in and in finland,neutral
2797,also the city s insurance company if p c insurance has said it will not pay compensation,negative
2798,altogether capman employs approximately people in helsinki stockholm copenhagen oslo moscow and luxembourg,neutral
2799,stated that the private company of chairman kevin resources would take up its entitlement in full,neutral
2800,an acquisition of would be france s biggest since its purchase of orange for billion billion and would create the world s company behind att inc communications inc and corp of japan,neutral
2801,an payment of up to euro can also be paid depending on financial performance in,neutral
2802,an eu law on the issue may be introduced around,neutral
2803,and earlier this month the company signed a deal with information technology services giant technologies to transfer and sell its radio access related rd activities in berlin,positive
2804,another firm air was exempted because it left the market in,neutral
2805,apartments of home may be purchased in regions of russia where subsidiaries carry out their activities moscow and moscow region st petersburg and,neutral
2806,approximately million in repayments has been demanded for overcharging in the stockholm area with the remaining million taken from the western coast the inspectorate said,neutral
2807,arena partners oy is a development company for electronic business,neutral
2808,as a condition to the deal alfa has to have bought and inc s business operations prior to the deal,neutral
2809,as a result the company has decided it will implement temporary layoffs,negative
2810,as a result the company will temporarily layoff of the whole personnel approximately persons at and factories,negative
2811,as a result of the negotiations the amount of employment contracts to be terminated is,negative
2812,as a result of the negotiations the company will terminate total employment contracts,negative
2813,as of july the market cap segments will be updated according to the average price in may,neutral
2814,as part of the agreement will also give a pct slice of a subsidiary operating in finland,neutral
2815,as part of the insurance s field staff for private customers will join the payroll of local cooperative banks from the beginning of october,neutral
2816,as part of the reorganization will be divided into terminal services and,neutral
2817,s group structure and business operations are continually developed without any predefined schedules,neutral
2818,serves demanding customers,neutral
2819,said it will spin off its chinese and indian units and some equipment from its plant in finland into a unit most of which it will then sell on to hong,neutral
2820,at some point it will spread also to iran and iraq,neutral
2821,at the end of last week inc amex published a prospectus for a first offering on amex of about of its share capital,neutral
2822,at the end of march the company s loans amounted to mn,neutral
2823,at the moment there are approximately sales offices in russia,neutral
2824,automation makes it possible to conduct several tests simultaneously,neutral
2825,credit agricole sa epa,neutral
2826,based on the design of previous handsets the e and e this model is promised to offer direct access to over per cent of the world s corporate email through mail for exchange and ibm lotus notes traveler,neutral
2827,business transactions service enables the customer to receive and send invoices in an electronic format,neutral
2828,finances the acquisition with a bank loan,neutral
2829,invoice processing contract matching order matching and reporting tool are part of the s enterprise purchase to pay product suite,neutral
2830,invoice processing contract matching order matching and reporting tool are part of the s enterprise purchase to pay solution suite,neutral
2831,offers full support for all sap versions starting from sap,neutral
2832,beef imports fell slightly from to mn kilos,neutral
2833,will turn the unit into a bb business unit and establish a business unit in the,neutral
2834,capital capital and laine are the biggest shareholders in amanda capital,neutral
2835,security is available as a monthly subscription,neutral
2836,is launching first in the market in mid with other markets to follow,neutral
2837,body es also owns stakes in power sales companies sare body and power sales company all it received from the distribution balance,neutral
2838,both sources said would unveil its new phone tube on oct at an analyst and media event in london,neutral
2839,byline tim moran cellular phone giant corp is offering billion for digital map supplier corp of chicago,neutral
2840,capital base and capital adequacy measurement is based on approaches under ii,neutral
2841,capman with offices in helsinki stockholm copenhagen and oslo manages nordic buyout mezzanine technology life science and real estate funds with approximately bn in total capital,neutral
2842,capman s first real estate fund which had a total investment capacity of euro million and closed in june invested in commercial properties in the helsinki metropolitan area,neutral
2843,cardona slowed her vehicle turned around and returned to the intersection where she called,neutral
2844,s brands and are global market leaders in their fields and their solutions are used on land and at sea wherever cargo is on the move,neutral
2845,would focus on the development manufacture and marketing of standard products for production automation,neutral
2846,changes to the models from the design were communicated to the subcontractors to accommodate them into the steel and fabrication process,neutral
2847,choose from a giant countdown with red head or rainbow trout or the giant shad rap in perch color,neutral
2848,closing of such transaction took place today,neutral
2849,cohen steers inc shares representing of the share capital and voting rights,neutral
2850,cohen steers inc shares representing of the share capital and voting rights,neutral
2851,com and possibly also through,neutral
2852,companies evaluated in the report include aladdin ca marshal panda trend micro tumbleweed and,neutral
2853,corporation president and distribution helsinki major media dynamic solutions enable service providers to deliver services flexibly and charge them effectively,neutral
2854,connectivity services include scan and capture which transfers paper invoices into electronic format and business transactions service enables the customer to receive and send invoices in an electronic format,neutral
2855,consumption is forecast to grow by about,positive
2856,country finland sector estate target oy buyer capman vendor group deal size in m type divestment status agreed,neutral
2857,country switzerland sector pharmaceuticals target therapeutics holding ag buyer therapies corp deal size in m type corporate acquisition financing status closed,neutral
2858,country germany sector estate target buyer deal size in m type corporate acquisition status agreed,neutral
2859,is a service company specialising in construction machinery and equipment rental and services as well as the rental and sale of modular space,neutral
2860,is a service company specialising in construction machinery and equipment rental and services as well as rental and sale of modular space,neutral
2861,credit november finnish glass technology company abp hel said today it concluded a revolving credit facility agreement with its core banks,positive
2862,cs cabot exports of its production mainly to goodyear and plants in poland as well as to germany s or italy s through the company s logistics center in paris stefan said,neutral
2863,currently the plant operates on full capacity,neutral
2864,bank is denmark s largest bank with million customers,neutral
2865,decisions are to be made as quickly as possible,neutral
2866,deliveries by will take place over months,neutral
2867,deliveries of and are expected to start in the second quarter of,neutral
2868,delivery is due in the second half of,neutral
2869,den is europe s largest maker of automotive navigation devices while cayman is larger in the us and overall,neutral
2870,depending on the market situation such projects are sold after to years after completion,neutral
2871,dubbed money solutions company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries,positive
2872,due to market conditions the company will also temporarily lay off about people at different sites,negative
2873,due to beer s brewery in is moving to day hour work shifts,neutral
2874,during the rally which was authorized by the city administration a consulate official came out to the workers spoke to them and took a letter from them,neutral
2875,has decided to establish a company for vehicle business in china,neutral
2876,was established in in the district of china and is one of s four volume manufacturing plants in the region,neutral
2877,se stock exchange announcement february at am will publish its financial statements bulletin on wednesday february at am,neutral
2878,electricity consumption grows with higher frequencies,neutral
2879,has commissioned finland s oy to conduct a study of reception in some of estonia s largest cities besides,neutral
2880,elsewhere the tendency is towards more developed packaging than before,neutral
2881,equipment will be manufactured in s workshop in finland and is scheduled for shipments during the first quarter of,neutral
2882,has previously held several positions in finance and control at networks including acting as the business group controller and having the corporate controller position at siemens networks,neutral
2883,estonia s agriculture minister seeder is in finland on a visit in the course of which he will meet with his finnish counterpart,neutral
2884,targets to employ at least people in,positive
2885,million of the transaction consideration was paid in the form of vendor notes,neutral
2886,featuring the s user interface this gram model also comes with a inch quarter display and megabytes of internal memory expandable through the micro secure digital slot,neutral
2887,feed companies and do no import feed,neutral
2888,financial strategic and operational factors are considered,neutral
2889,financial details were not disclosed,neutral
2890,financial details were nt disclosed,neutral
2891,financial terms were not disclosed,neutral
2892,financial terms were nt disclosed,neutral
2893,finland s is planning to bring the first section of a on stream in st petersburg at the end of kari vice president of told reporters in helsinki,neutral
2894,companies and have decided to dissolve the joint venture company scandic feed which was established to start local animal feed business and feed production in northwest russia,neutral
2895,finnish cargo handling solutions company said on june that it will acquire new zealand tailgates distributor tailgate limited for an undisclosed sum,neutral
2896,finnish construction machinery and equipment rental group said on march its swedish sector subsidiary ab will sell its dutch subsidiary bv to dutch rental and scaffolding company bv for an undisclosed sum,neutral
2897,finnish drug distributor and wholesaler said on october it named anne vice president of its logistics and department as of january,neutral
2898,finnish electronics contract maker said on january it sold its manufacturing facilities in helsinki to local real estate company for euro,neutral
2899,finnish materials maker corp hel said today it decided to close down its composite production line number at plant in the by the end of march,neutral
2900,finnish investment company is the main owner of finland s successor,neutral
2901,finnish investment group hel said today that it will buy the former production facilities of finland as part of negotiations on the option to invest in specialty cellulose fiber business,neutral
2902,finnish investor hel said last friday it has bought million shares or in norwegian contract electronics manufacturer asa kit for million m,neutral
2903,finnish plastic pipe maker is selling its irish and infrastructure businesses to private equity company i,neutral
2904,finnish property investor said it has agreed a credit facility with and a facility with bank,neutral
2905,finnish publisher alma media hel said wednesday it has decided to further extend its apiece mandatory tender offer for media group hel which started on august until november,neutral
2906,finnish real estate company said on april it would build harbour service center at the port of helsinki,neutral
2907,said that the deal is part of its strategy to focus on its core businesses,neutral
2908,first industrial will seek leed designation for s new building and a speculative distribution center at first park,neutral
2909,following the move holding in will remain unchanged,neutral
2910,following the registration the share capital of is,neutral
2911,and consumer goods markets are served by approximately people in manufacturing units and several sales offices in countries,neutral
2912,for the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the trade register,neutral
2913,expects its annual capital expenditure in the next four to five years to be within a range of billion as earlier announced,neutral
2914,had intended to spend as much as euro bn to become the sole owner of,neutral
2915,holds pct of the share capital and pct of the voting rights in the company which it now plans to delist from the warsaw stock exchange,neutral
2916,founded in s clientele consists of public sector builders central trading companies and major construction firms,neutral
2917,from business line may may s two key suppliers and are likely to start operations within three months in the park at km west off,neutral
2918,internet security is a security service for surfing the web online banking and shopping email and other online activities,neutral
2919,reported that the first half of has seen a growing number of targeted attacks on individuals companies and organizations,neutral
2920,furthermore novator finland oy has entered into a securities lending agreement whereby novator finland oy will hold directly the same amount of shares that are underlying of the market forwards from may through may,positive
2921,gearing was compared to in,neutral
2922,geneva finland has developed a radio resource control method,neutral
2923,germany s innovational centers are united in focusing at companies which aim at use of technologies and development of new kinds of activity through supporting the beginner companies with the entire spectrum of their services,neutral
2924,headquartered in finland is a growing international glass technology company,positive
2925,s own glass processing unit glass processing is a manufacturer of high quality safety glass products and operates in finland,neutral
2926,s own glass processing unit glass processing is a manufacturer of high quality safety glass products operating in finland,neutral
2927,global markets direct s bank financial analysis review is an business financial analysis of bank,neutral
2928,announced in november that it would close its operations in,negative
2929,he is a chartered accountant in british columbia and alberta as well as a certified public accountant in washington state,neutral
2930,he joined in to lead one of its four business areas and took up the position of president and in,neutral
2931,headline of release dated march should read acacia subsidiary enters into settlement agreement for rule based monitoring technology with acacia technologies licenses rule based monitoring technology to,neutral
2932,helsinki finland sept globe expands the company s rd services and establishes a new design unit in connection with site in,positive
2933,helsinki may finnish company hel said today that it will construct an office building at in downtown helsinki without disclosing financial details,neutral
2934,helsinki financial said it will exercise an option to buy a mw natural gas power plant and land in finland for around from,positive
2935,her last position in siemens networks was head of business human resources global it,neutral
2936,her present position is the director of s international department stores,neutral
2937,her work at included strategically repositioning the brand in the category and a major global relaunch,neutral
2938,also decided yesterday to sell of its b series shares to key staff members for per share,neutral
2939,also decided yesterday to sell of its shares to key staff members for per share,neutral
2940,hu will offer a further discount of between and on selected books,neutral
2941,if needed she provides also further information on ferry connections and hotels,neutral
2942,and oleg who currently manage moron and will hold onto the stake for now,neutral
2943,image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display,neutral
2944,implementation of the project will be carried out by the finnish company in association with the investment fund property investment russia epi,neutral
2945,in million tonnes co of eu allowance emissions credit in eu was traded with an underlying market value approx,neutral
2946,in will disclose three interim reports q january march on friday april q april june on friday july q july september on friday october,neutral
2947,in the steel industry accounted for percent of the cargo volumes transported whereas the energy industry accounted for percent and other industries for percent,neutral
2948,in a letter to economic affairs minister the listed estonian shipping company asks for the approval to be entitled to a cut in port fees in,neutral
2949,in a recent interview with the financial times ft s board chairman said if pc was certainly for sale and the price had been set at billion confirming earlier statements,neutral
2950,in a release on oct said the two businesses will continue to be conducted under the brands and stockholm both part of the group,neutral
2951,in addition a further employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed,negative
2952,in addition mids are always online and enable full internet browsing,neutral
2953,in addition the contract includes modification of the effluent treatment plant at,neutral
2954,in addition the deal includes a call option which will enable food as to increase its holding in as to in the future,positive
2955,in connection with the deal will employ persons from in oslo and in silicon valley in the usa,neutral
2956,in his current position manty has worked since,neutral
2957,in terms of power generation produced of electricity during the first nine months of compared with during the same period in according to figures released in the group s latest financial results,neutral
2958,in the financial statement for the first quarter of is reported under discontinued operations,neutral
2959,in the fourth quarter of banks expects the operating environment for banking and investment services to remain similar to that in,neutral
2960,in the meantime the s duties will be assumed by s deputy,neutral
2961,in the sinter plant limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for ironmaking,neutral
2962,in this way the industry s starting point has been the consumers needs,neutral
2963,in total more than surveillance cameras will be handled and managed according to a variety of needs the company said,neutral
2964,in volume the focus is already outside finland as of the group s products are made in poland and the baltic countries,neutral
2965,headquartered in finland is a electronics contract manufacturer with some employees in finland estonia and india,neutral
2966,contract manufacturing is a subsidiary of corporation of finland,neutral
2967,includes company and brand share data by category as well as distribution channel data,neutral
2968,indigo and serve subscribers and had a market share of approximately as of may,neutral
2969,industry in asia pakistan malaysia taiwan and philippines today global research data services is going to publish several market analyses about the cement markets in asia,neutral
2970,wireless email from is a wireless email solution that connects users to their email calendar contacts notes and task lists while away from the office according to the company,neutral
2971,investment management and investment advisory services are the company s sole line of business,neutral
2972,investments are not disclosed,neutral
2973,investments in product development stood at euro,neutral
2974,isms does not disclose its financial results the daily said,neutral
2975,it also includes the installation of new equipment training and startup services as well as service work of the shoe press delivered by in,neutral
2976,it currently employs about people and expects to reach by end of,positive
2977,it has been agreed with the company s board of directors that she will be available in an advisory role,neutral
2978,it is also in the process of taking a seat on capman s board a course which has the support of capman management,neutral
2979,it is also set to launch a messaging service in the next few days which would enable users to access their email accounts on ms exchange,neutral
2980,it is estonia s meat processing company by market share according to ac nielsen s data percent,neutral
2981,it is expected to be online by,neutral
2982,it rose by and by in finland and abroad respectively to million and million due to a growth in russia,positive
2983,it s not,neutral
2984,it was decided that the auditors are reimbursed according to invoice,neutral
2985,it will report results on august,neutral
2986,its annual capacity is some mw,neutral
2987,its main business area the glass machinery group of technologies is the global market leader in glass processing machines,positive
2988,its market share is percent according to ac nielsen s data,neutral
2989,its product portfolio comprises harvesters forwarders harvester heads as well as cranes and loaders,neutral
2990,of said the company was focusing on housing and real estate development market,neutral
2991,lang updates hat die die finale version,neutral
2992,jobs will not be transferred from finland however,positive
2993,joint procurement will be later extended to the factories in the baltic countries,neutral
2994,jon has previously held operational executive positions in american express card and travel divisions as well as schultz sweden and renal products,neutral
2995,oy business id has according to its notice on august acquired alma media shares,neutral
2996,expects the consolidation trend to continue in the finnish market,neutral
2997,forecasts a significant price increase for printing paper in,positive
2998,forecasts that will close its mill in in germany,neutral
2999,shares closed at us,neutral
3000,food press release at food is launching a major tv campaign to recruit as many as one hundred new retailers,positive
3001,has about stores engaged in chain operations in the nordic and baltic countries russia and,neutral
3002,was previously development director for s poultry business,neutral
3003,is operating a retail chain of stores controlled by finnish nonfood center ky oy and oy,neutral
3004,koff s market share of the volume of the market was s,neutral
3005,s food division was reorganised into two strategic business units frozen foods and jams and fish,neutral
3006,last year the firm also acquired oy a real estate development company to advise capman on its property activities,neutral
3007,later on about houses will be build in the area,neutral
3008,started the manufacture of roofing felt in and the production of asphalt in the s,neutral
3009,like all other mechanical from also proline plus is marked and comes with a year warranty,neutral
3010,london group a testing and inspection company said its commercial and electrical division has bought company oy from for in cash,neutral
3011,corp up at corp down cents at agreed to buy the digital music distributor for million,neutral
3012,a spokesperson told to expect a mix of clothing and home decor,neutral
3013,adp news dec finnish solutions provider said yesterday it opened a technology research and development rd laboratory at helsinki university of technology,neutral
3014,adp news nov finnish solutions provider announced today the launch of opus dc the latest power system in its opus product line,positive
3015,adp news nov finnish cargo handling systems and services company said today that it acquired stakes in italian service companies and service from italian,positive
3016,adp news nov finnish paper packaging and forest products company said today that it would invest million m in the building of a power plant at its mi,neutral
3017,nov four companies have agreed to buy for a combined billion m all drug stores offered for sale as part of the restructuring of swedish pharmacy monopoly ab t,positive
3018,the acquisition sum has not been disclosed,neutral
3019,luna took fifth place on a shot behind spain s and germany s while welsh player becky was the british finisher sharing seventh place on after shooting,neutral
3020,maggie ramsey s wait and those of thousands of oregon and washington guides anglers and others who flock to his frequent seminars is nearly over,neutral
3021,deal snapshot swedish buys equipment rental firm swedish construction company ab b announced the acquisition of equipment rental company ab from finnish group hel,neutral
3022,marathon now has a percent stake in it said according to,neutral
3023,market data and analytics are derived from primary and secondary research,neutral
3024,said plans to expand its recycled furniture business elsewhere in finland too,positive
3025,may delivered by this report provides key data and information on the meat fish and poultry market in finland,neutral
3026,meanwhile alfa owns of through and of via an stake in holding,neutral
3027,mercator will use the software for its logistic retail and wholesale operations in and its other markets in southeastern europe,neutral
3028,will sell of its stake in the uruguayan companies and,neutral
3029,foundries inc will begin personnel negotiations on temporary layoffs and personnel reductions in finland,negative
3030,foundries oy will discontinue production on this line by september the company said,neutral
3031,foundries oy will discontinue production on this line by september,neutral
3032,said it has sold its spreader roll manufacturing business and related assets in the town of southern finland to a group of finnish investors who will operate the business under the name of oy,neutral
3033,also churned up its courtship agreeing to use the mapping service which is offered by a company bought for billion a few years ago,positive
3034,last week also issued the first patch for the windows operating system beta it had released days earlier,neutral
3035,more than tonnes of asphalt mix will be used in the contract,neutral
3036,which is part of finnish paper maker group is due to release its report at around on august,neutral
3037,corporation stock exchange release august at pm has received the million cash payment from corporation a part of group divested its graphic papers business to limited at the end of for million,neutral
3038,n group will pay m of the transaction price upon closing and the remaining sum in,neutral
3039,national conciliator who met both parties on wednesday said they were too far apart in their views for him to propose mediation,negative
3040,nd not disclosed,neutral
3041,negotiations with representatives of the personnel regarding the restructuring process have now been ended,neutral
3042,neither of the companies use genetically engineered soy at the moment,neutral
3043,oil will publish its third quarter results on friday october at approximately am,neutral
3044,new delhi jussi and of telecommunications oy finland have developed cable adjustment device,neutral
3045,new novator products are supposed to be exported,neutral
3046,new product launches in finland will more than double from,positive
3047,s current director for clothing bags and accessories lines will take up this role,neutral
3048,no changes in media activity were seen in october compared with september,neutral
3049,no decision on such sale of the now issued or existing treasury shares to ya global has been made yet,neutral
3050,no financial detail were available,neutral
3051,no financial details were revealed,neutral
3052,no financial information was provided,neutral
3053,no other devices were involved in this action,neutral
3054,is also negotiating the product portfolio of the new company,neutral
3055,suomi according to previously announced has made forward contracts on alma media corporation shares,neutral
3056,s chairman of the board hans has informed the nomination committee that he will not be up for reelection at the annual general meeting in,neutral
3057,was the cheapest also for a couple in their s with debt,neutral
3058,nordic business report january inaugurates new plant in estonia m communications finnish power electronics manufacturer said on tuesday january that it was inaugurating its new plant in estonia,neutral
3059,will make the offer in approximately one month in september,neutral
3060,number of offers received for this contract is two,neutral
3061,analysis,neutral
3062,odell has not contacted the state of finland in this issue,neutral
3063,center area is expected to have about square metres of office premises by,neutral
3064,has used the furnaces for the contract manufacturing of solar crystals,neutral
3065,revised its financial outlook based on its order book,neutral
3066,on august s stake in was,neutral
3067,on the other hand montevideo said that having the two mills working in the area will generate jobs,positive
3068,on wednesday he announced that the government would propose granting a licence for two reactors one to be built by and the other by,positive
3069,one can also apply for jobs directly from the select which cv to attach and which covering letter is most appropriate for each position,neutral
3070,one price category is for calls on the preferred operator s network and another for calls on other operators networks,neutral
3071,operators only need to learn how to use one device for multiple levels of applications including operations,neutral
3072,originally posted to the security security watch,neutral
3073,is a spinoff of finnish pharmaceutical group orion s wholesale division,neutral
3074,other westphalia is to issue a benchmark year fixed rate deal in euros,neutral
3075,other details were not provided,neutral
3076,our objective is to yield a significant part of our turnover in russia in a couple of years says s managing director,neutral
3077,is currently delivering a new oil shale processing plant for in estonia based on technology which has been developed jointly by and,neutral
3078,pa chase and co and bank are joint on the senior unsecured deal,neutral
3079,did not disclose the purchase price,neutral
3080,pharmaceutical market in belgium global research data services published recently a market analysis about the pharmaceutical markets in belgium,neutral
3081,pharmaceutical market in poland global research data services published recently a market analysis about the pharmaceutical markets in poland,neutral
3082,was not available to comment on the report,neutral
3083,and cooperative banks have continued to combine their branch office network,neutral
3084,will act as the manager of the issue and the bond will be listed on helsinki,neutral
3085,will divide its sales and maintenance service network into six geographical areas,neutral
3086,announcement december at pm pursuant to s stock option program new shares of the company have been subscribed since october with stock options b,neutral
3087,presentation materials will be posted on the company s in the investor relations section on the presentations tab,neutral
3088,previously held a pct stake in the finnish company following the takeover bid launched in november,neutral
3089,price talk is in the swaps plus bps area and the leads are and,neutral
3090,prior to the transaction whose financial terms have not been disclosed alma media owned of net,neutral
3091,production facilities july finnish investment group hel said today that it will buy the former production facilities of finland as part of negotiations on the option to invest in specialty cellulose fiber business,neutral
3092,products include consumer electronics devices such as mobile phones and their accessories boxes flat panel as well as system solutions products such as infrastructure systems modules and other industrial segment products,neutral
3093,announced today may that its subsidiary software solutions as has agreed to sell its share of north america to a holding as an investment group based in norway,neutral
3094,announced today may that its subsidiary software solutions as has agreed to sell its share of north america to a holding as an investment group based in norway,neutral
3095,proline plus is available in both adjustable single and multichannel models and fixed volume models in volume ranges from micro litres to ml,neutral
3096,closed at on friday on the american stock exchange giving a market cap of million,neutral
3097,is developing genetically engineered proteins from plant cells,neutral
3098,purchase it for the mp snapper if nothing else,neutral
3099,rd loan,neutral
3100,radiation and today is a full service house expert in radiation and nuclear safety issues,neutral
3101,is the site of the main production plants as well as company headquarters,neutral
3102,corporation is a company engaged in the manufacture and distribution of fishing equipment and accessories,neutral
3103,was also for mobility services and his job in this division will be continued by marek,neutral
3104,recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of,neutral
3105,retail chain was given the index airline s broadband german retail chain tele finland s mobile subscriptions shipping line and power company helsinki energy,neutral
3106,chief executive of print and also owner of the remainder of the company will keep his position after the acquisition,neutral
3107,is a part of austria and is a subsidiary to in austria,neutral
3108,collins is a provider of flight deck cabin and information management solutions for business aircraft operators,neutral
3109,s business sectors are building construction infrastructure construction and technical building services,neutral
3110,manufacturing oy will pay million in cash to in connection with the implementation of the sale and transfer of the business,neutral
3111,housing loan bank a unit of finland s bank has priced its bn bond at reported,neutral
3112,jarmo head of investor relations and group communications tel distribution helsinki the principal media financial supervisory authority this announcement is distributed by on behalf of clients,neutral
3113,san francisco corp the world s largest maker is using the consumer electronics show in las vegas to introduce a thin folding phone according to a media report monday,neutral
3114,magazines international will invite other shareholders holding approximately of the shares to sell their shares,neutral
3115,is a global contract manufacturer and systems supplier for communication and industrial electronics,neutral
3116,at eila vice president corporate communications tel mobile email eila,neutral
3117,offers general rental equipment aluminium scaffolding power generator and hoists to customers in the construction sector,neutral
3118,services supplier to streamline operations in finland and the us finnish electronic systems and services supplier helsinki said on tuesday february that it has initiated statutory negotiations regarding a streamlining of its operations in finland,positive
3119,of those also have more extensive training in products built on the latest technologies such as the system platform,neutral
3120,simultaneously alma media has purchased a share of arena interactive a subsidiary of arena partners with a focus on mobile solutions development,neutral
3121,simultaneously with this merger plan another merger plan has been signed according to which oy a subsidiary of oy would be merged with oy,neutral
3122,singapore in may july finnish air carrier hel said today it will open a daily route to singapore on may as part of its growth strategy in asia,positive
3123,so far as is known he did not sell shares that he owns personally,neutral
3124,now holds per cent of the shares oy has acquired per cent of the shares in corporation for approximately million,neutral
3125,some euro of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of new shares,neutral
3126,some of the layoffs will be implemented using employment contracts,neutral
3127,products co a us packaging company said friday it bought the percent of italy s spa it did not already own,neutral
3128,is a property investment company specialising in commercial properties in the largest cities in finland and russia,neutral
3129,st petersburg oct finnish tire producer tyres plans to invest about million euros in the expansion of its tire plant in the city of in russia s leningrad region in the company s president kim told reporters thursday,positive
3130,abp shares representing of the share capital and voting rights,neutral
3131,stockholm march about the group is a consultancy that offers global for solutions,neutral
3132,and swedish sector company ab entered into an agreement on september whereby or a subsidiary of it will make a public tender offer for all of s issued shares,positive
3133,has also had meetings with the labor authorities employment and economic development centres and representatives of the government in order to find solutions,neutral
3134,the largest papermaker in october said it would close four mills,negative
3135,subscribers of china the nation s second largest mobile phone operator after china mobile are expected to release pictures videos and on the internet via mobile phones as of march,neutral
3136,sunrise resources operates in russian nearshore development markets through its russian subsidiary and has of its personnel in russia,neutral
3137,swiss bank credit suisse international will act as an investor in the locomotive manufacturing plant the administration said,neutral
3138,mining company mining a nickel mining business has installed its second production line at its metals recovery plant on june,neutral
3139,mining company mining company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as to extract metals out of ore,neutral
3140,science parks is a finnish company that owns leases and builds office properties and it in facilities for businesses,neutral
3141,target company corporation business identity code date of change in holding january portion of the shares and votes the current group holding of group central cooperative is shares which represents of the shares and voting rights,neutral
3142,has approximately customer companies in,neutral
3143,headquartered in finland develops messaging and charging solutions for operators and service providers worldwide,neutral
3144,s solution can be used for prepaid and postpaid billing for charging and rating of voice and video calls data traffic and any kind of content services in both mobile and fixed networks,neutral
3145,s system features a new range of services for prepaid and postpaid billing charging and rating of voice calls data traffic or any kind of content services in both mobile and fixed networks,neutral
3146,s subsidiary the mobile operator in estonia has created a world s first mobile identification service which makes it possible to vote via a mobile phone,neutral
3147,said about million will be invested in the next year in the region to bring mobile coverage to about of nepal s population,positive
3148,temporary layoffs affecting the entire workforce will also be implemented,negative
3149,the finnish utility known as said it heavy s model along with reactors from corp ge nuclear energy and korea hydro nuclear power co,neutral
3150,terms of the acquisition were not disclosed,neutral
3151,terms were not disclosed,neutral
3152,thanks to the development of a system that enables it to trace the origin of all the palm oil that it uses it knows exactly where and how its palm oil has been produced,neutral
3153,the square metre technology center is located near university of in central,neutral
3154,the megawatt wind farm being planned in would be built offshore in front of s works,neutral
3155,the acquired plant has an annual capacity of some tonnes and most of its production is sold to domestic customers,neutral
3156,the acquisition is expected to take place by the end of august,neutral
