,sentence,sentiment
2260,the parties have agreed not to disclose the price of the deal the group said in a press release,neutral
2261,the parties have agreed not to disclose the transaction value,neutral
2262,the payment date is march,neutral
2263,the platform is based built on intel s mid platform called,neutral
2264,the price of the kroon par value bonds was kroons in the primary issue,neutral
2265,the proposal by the board of directors on the issuance of option rights will otherwise correspond to the proposal by the board of directors in the notice to the general meeting,neutral
2266,the purchase sum is about mn us mn,neutral
2267,the recruitment is related to the relocation of s research operations to central sweden,neutral
2268,the remote radio head module will be available at w power for and frequency bands,neutral
2269,the report examines the medical equipment business structure and operations history and products and provides an analysis of its key medical equipment revenue lines,neutral
2270,the restructuring measures will not affect the production of packaging printing material,neutral
2271,the sale comprising the margarine business in finland and poland follows the approval of the polish competition authorities earlier in october,neutral
2272,the sale of face to will result in a profit or loss which can not yet be determined owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates,neutral
2273,the sale will be finalized in september or october the company said,neutral
2274,the share capital of alma media corporation business id is and it is divided into shares,neutral
2275,the shares subscribed for under the stock options were registered in the trade register on january as of which date the new shares will establish shareholder rights,neutral
2276,the ship cranes which will be manufactured by s partner plants in china will be delivered between for vessels ordered by chinese german peter and hong kong based shipping,neutral
2277,the ship unloader is totally enclosed along the entire conveying line to the storage facilities,neutral
2278,the site will cover over six hectares,neutral
2279,the study was not designed to enable formal statistical evaluation of therapeutic activity the company said,neutral
2280,the transaction will take place without payment of merger consideration,neutral
2281,the unit is planned to be operational during the second half of and in full stream in,neutral
2282,the wireless industry is bracing itself for the which will launch on june,neutral
2283,their offering also covers localisation services related to production transfer to the finnish company s customers that already have production in asian market or have made the decision to transfer production there,neutral
2284,they both will report to s chief executive officer,neutral
2285,this is the company s first contract abroad,neutral
2286,this release is not an offer of securities for sale into the united states or elsewhere,neutral
2287,this solution is an extension to the existing online mediation solution delivered earlier by and ibm,neutral
2288,through its partnership with finnish s danish subsidiary oscar acquired a sales organization in the european market,neutral
2289,in latvia is represented by it services companies and which has operations in the industries of financial services cards retail and logistics and it and managed services,neutral
2290,together with latvia will operate rental outlets in the baltic states,neutral
2291,two other sites will be included later on,neutral
2292,under a preliminary estimation the technology park will measure about square meters,neutral
2293,upon completion of the sale would get some m for its stake in artemis,neutral
2294,markets its products under the trademark,neutral
2295,we know that it exists said,neutral
2296,we offer our customers solutions based on renewable raw materials,neutral
2297,when dialing in the participants should quote as conference id,neutral
2298,work on the assignment has already started and is due for completion in spring,neutral
2299,yesterday issued its e million fixed rate deal maturing,neutral
2300,yvonne jones is owner of chameleon interiors,neutral
2301,builds housing in moscow and its surrounding cities,neutral
2302,is to issue a benchmark covered deal,neutral
2303,will stop producing players in brazil do brazil a subsidiary of japan s group announced it will stop the production of players in brazil,neutral
2304,is to issue a benchmark fixed rate covered deal in euros maturing january,neutral
2305,argentine agricultural export company has tapped compatriot firm for a software solution the latter company said in a statement,neutral
2306,finnish printed circuit boards maker group said on december it named henry senior vice president of the group s asian operations as of january,neutral
2307,nordic infrastructure construction is one of our strategic growth areas,neutral
2308,is a buyer not a target he said,neutral
2309,after the transaction has no powder operations the company said,neutral
2310,if you need removal tools type the of your vendor of choice directly into the browser bar and use links on their wrote trend micro s rik ferguson on monday,neutral
2311,it wo nt happen overnight,neutral
2312,printed fabrics and related design expertise have always been the core of s business and brand,neutral
2313,serving customers locally is one of the cornerstones of customer focus for us,neutral
2314,we know there are some of our own people out there,neutral
2315,city is the environment for a economy providing work for people with the total turnover of its companies amounting to bn said lo chairman of the supervisory board of city and mainor,neutral
2316,may finnish company hel said today that it will construct an office building at in downtown helsinki without disclosing financial details,neutral
2317,november finnish paints and coatings company hel said today that finnish investment company oy sold its stake in the company for a total of,neutral
2318,november finnish maker sports hel said today it has obtained a note loan from a pool of international investors,neutral
2319,january scandinavian lenders bank hel samas bank hel and a have provided a line of credit to hel the finnish construction firm said on friday,neutral
2320,workers in ml will be affected by the closedown,negative
2321,a coker crane will be supplied to corporation s golden eagle refinery in martinez california while a similar crane will be delivered to bp s refinery in spain,neutral
2322,a few employees would remain at the plant in support functions for other group units,neutral
2323,a huge issue for us is the button placement,neutral
2324,a merger between and is not likely either,neutral
2325,a paper mill in the central maine town of madison soon will have a new owner,neutral
2326,a total of the order value was booked in the fourth quarter of and the remainder will be booked in the second quarter of,neutral
2327,a total of mining company s new shares were subscribed for during the period between may and june under the company s stock option rights a,neutral
2328,a total of new shares with a nominal value of per share were subscribed on april exercising the abc options based on the company s stock option plan,neutral
2329,a total of new shares with a nominal value of per share were subscribed in december exercising the abc options based on the company s stock option plan,neutral
2330,abn capital has agreed to sell its designer producer to crosstown consumer products group corp for million to million million to million,neutral
2331,group has closed seven franchising sports stores nike in russia,negative
2332,finnish beverage company is one of the last listed companies in finland that has not yet published its financial result for the second quarter of,neutral
2333,finnish department store group is planning to acquire about mn through a directed issue and a rights offering,neutral
2334,finnish group s says the group s structural will continue for at least a year,neutral
2335,finnish power company reports of its electricity was generated without carbon dioxide emissions in,neutral
2336,finnish s engineering division engineering will reorganise its operations in the mo i rana plant in norway,neutral
2337,in finland bank now part of the bank group will lay off staff from the administrative and support functions,negative
2338,local government commissioner of ml kurt says he will contact the management of finnish company to find out if there are any alternatives to the company s decision to close down its plant in ml,neutral
2339,private equity investor capman the owner of finnish cosmetics company is planning to list,neutral
2340,a systems supplier and contract manufacturer to the communications sector will give notice to productional employees and temporarily lay off employees at the company s plant in in finland,negative
2341,a systems supplier and contract manufacturer to the communications sector will start personnel negotiations in in finland to lay off staff temporarily,negative
2342,swedish engineering consultant firm is to establish a unit in town by the turn of the month,neutral
2343,the finnish investment company is conducting negotiations to acquire the business center palace located in the center of moscow from london regional properties,neutral
2344,according to finnish bank s price would be around,neutral
2345,according to more than just refreshment and energy will soon be found in soft drinks also in finland,neutral
2346,according to almost all the meat used by the company comes from finland,neutral
2347,according to s matti the company aims to deliver fish products to its customers a day earlier than it currently does,neutral
2348,according to the company is already negotiating new agreements,neutral
2349,according to s managing director the food industry sector has a significant excess of production machinery,neutral
2350,according to the announcement of the helsinki stock exchange the share of shall be delisted from the of the helsinki stock exchange accordingly,neutral
2351,activities range from the development of natural resources to the retailed marketing of finished products,neutral
2352,additionally information on business segments competitors and future outlook are provided,neutral
2353,additionally the company will use the solutions to automate the preparation of financial statements according to standard,neutral
2354,has participated in the program for the development of the norwegian pension system since,neutral
2355,will provide a new data warehouse and reporting solution behavioural scoring system supporting operational decision processes and data migration from old legacy systems to the new system,neutral
2356,builds highly it solutions for its customers in finland and the baltic countries,neutral
2357,after april will not have any own employees in the territory,neutral
2358,after buying car carriers percent stake group is now the sole owner of the swedish port of,neutral
2359,after completion of the acquisition s oil and gas expertise will cover multidiscipline engineering and consulting services across the complete oil and gas asset including deepwater engineering services,neutral
2360,after the restructuring s average paper machine capacity in europe will be tons short tons in coated magazine paper and tons short tons in coated fine paper,neutral
2361,after the transaction will own in and,neutral
2362,after the transaction has no powder coatings related operations,neutral
2363,corporation stock exchange announcement corporation will publish its first quarter financial results on friday april approximately at am finnish time,neutral
2364,will also offer hotel and hotel project consultancy management services brand franchise training and sales and marketing services on a basis,neutral
2365,forecasts finland s inflation at in,neutral
2366,noted that its voice supply chain technology approach enables to integrate with warehouse management systems,neutral
2367,solution stock exchange release august at am shares subscribed for with stock options a total of new shares of solution have been subscribed for with the company s a stock options,neutral
2368,alexandria va dec united states patent no issued on dec was assigned to corp finland,neutral
2369,alexandria va dec united states patent no issued on dec was assigned to finland,neutral
2370,alexandria va jan united states patent no issued on jan was assigned to chemicals inc ga,neutral
2371,alexandria va march of finland has developed a panel press,neutral
2372,alexandria va may matti and both of finland of helsinki finland and of finland have developed a paper web press device,neutral
2373,alexandria va oct of finland has developed a method of identifying remote radio units in a communication system,neutral
2374,alexandria va oct united states patent no issued on sept was assigned to finland,neutral
2375,alma media corporation press release march and being bought by two local papers and appearing in and its neighbouring municipalities are to be bought by oy,neutral
2376,alma media corporation press release march purchase confirmed the business operations of oy will be transferred to oy,neutral
2377,also finnish industry investment a investment company will participate in the project,neutral
2378,also in latvia we act as a partner for bakery customers in both production and product development,neutral
2379,altogether capman employs approximately people in helsinki stockholm copenhagen oslo moscow and luxembourg,neutral
2380,stated that the private company of chairman kevin resources would take up its entitlement in full,neutral
2381,an acquisition of would be france s biggest since its purchase of orange for billion billion and would create the world s company behind att inc communications inc and corp of japan,neutral
2382,an payment of up to euro can also be paid depending on financial performance in,neutral
2383,an eu law on the issue may be introduced around,neutral
2384,another firm air was exempted because it left the market in,neutral
2385,apartments of home may be purchased in regions of russia where subsidiaries carry out their activities moscow and moscow region st petersburg and,neutral
2386,approximately million in repayments has been demanded for overcharging in the stockholm area with the remaining million taken from the western coast the inspectorate said,neutral
2387,arena partners oy is a development company for electronic business,neutral
2388,as a condition to the deal alfa has to have bought and inc s business operations prior to the deal,neutral
2389,as a result the company has decided it will implement temporary layoffs,negative
2390,as a result the company will temporarily layoff of the whole personnel approximately persons at and factories,negative
2391,as of july the market cap segments will be updated according to the average price in may,neutral
2392,as part of the agreement will also give a pct slice of a subsidiary operating in finland,neutral
2393,as part of the insurance s field staff for private customers will join the payroll of local cooperative banks from the beginning of october,neutral
2394,as part of the reorganization will be divided into terminal services and,neutral
2395,s group structure and business operations are continually developed without any predefined schedules,neutral
2396,serves demanding customers,neutral
2397,said it will spin off its chinese and indian units and some equipment from its plant in finland into a unit most of which it will then sell on to hong,neutral
2398,at some point it will spread also to iran and iraq,neutral
2399,at the end of last week inc amex published a prospectus for a first offering on amex of about of its share capital,neutral
2400,at the end of march the company s loans amounted to mn,neutral
2401,at the moment there are approximately sales offices in russia,neutral
2402,credit agricole sa epa,neutral
2403,based on the design of previous handsets the e and e this model is promised to offer direct access to over per cent of the world s corporate email through mail for exchange and ibm lotus notes traveler,neutral
2404,business transactions service enables the customer to receive and send invoices in an electronic format,neutral
2405,finances the acquisition with a bank loan,neutral
2406,invoice processing contract matching order matching and reporting tool are part of the s enterprise purchase to pay product suite,neutral
2407,invoice processing contract matching order matching and reporting tool are part of the s enterprise purchase to pay solution suite,neutral
2408,beef imports fell slightly from to mn kilos,neutral
2409,will turn the unit into a bb business unit and establish a business unit in the,neutral
2410,capital capital and laine are the biggest shareholders in amanda capital,neutral
2411,security is available as a monthly subscription,neutral
2412,is launching first in the market in mid with other markets to follow,neutral
2413,body es also owns stakes in power sales companies sare body and power sales company all it received from the distribution balance,neutral
2414,both sources said would unveil its new phone tube on oct at an analyst and media event in london,neutral
2415,byline tim moran cellular phone giant corp is offering billion for digital map supplier corp of chicago,neutral
2416,capital base and capital adequacy measurement is based on approaches under ii,neutral
2417,capman with offices in helsinki stockholm copenhagen and oslo manages nordic buyout mezzanine technology life science and real estate funds with approximately bn in total capital,neutral
2418,capman s first real estate fund which had a total investment capacity of euro million and closed in june invested in commercial properties in the helsinki metropolitan area,neutral
2419,cardona slowed her vehicle turned around and returned to the intersection where she called,neutral
2420,s brands and are global market leaders in their fields and their solutions are used on land and at sea wherever cargo is on the move,neutral
2421,would focus on the development manufacture and marketing of standard products for production automation,neutral
2422,changes to the models from the design were communicated to the subcontractors to accommodate them into the steel and fabrication process,neutral
2423,choose from a giant countdown with red head or rainbow trout or the giant shad rap in perch color,neutral
2424,closing of such transaction took place today,neutral
2425,cohen steers inc shares representing of the share capital and voting rights,neutral
2426,cohen steers inc shares representing of the share capital and voting rights,neutral
2427,com and possibly also through,neutral
2428,companies evaluated in the report include aladdin ca marshal panda trend micro tumbleweed and,neutral
2429,corporation president and distribution helsinki major media dynamic solutions enable service providers to deliver services flexibly and charge them effectively,neutral
2430,connectivity services include scan and capture which transfers paper invoices into electronic format and business transactions service enables the customer to receive and send invoices in an electronic format,neutral
2431,consumption is forecast to grow by about,positive
2432,country finland sector estate target oy buyer capman vendor group deal size in m type divestment status agreed,neutral
2433,country switzerland sector pharmaceuticals target therapeutics holding ag buyer therapies corp deal size in m type corporate acquisition financing status closed,neutral
2434,country germany sector estate target buyer deal size in m type corporate acquisition status agreed,neutral
2435,is a service company specialising in construction machinery and equipment rental and services as well as the rental and sale of modular space,neutral
2436,is a service company specialising in construction machinery and equipment rental and services as well as rental and sale of modular space,neutral
2437,credit november finnish glass technology company abp hel said today it concluded a revolving credit facility agreement with its core banks,positive
2438,cs cabot exports of its production mainly to goodyear and plants in poland as well as to germany s or italy s through the company s logistics center in paris stefan said,neutral
2439,currently the plant operates on full capacity,neutral
2440,bank is denmark s largest bank with million customers,neutral
2441,decisions are to be made as quickly as possible,neutral
2442,deliveries by will take place over months,neutral
2443,deliveries of and are expected to start in the second quarter of,neutral
2444,delivery is due in the second half of,neutral
2445,den is europe s largest maker of automotive navigation devices while cayman is larger in the us and overall,neutral
2446,depending on the market situation such projects are sold after to years after completion,neutral
2447,due to beer s brewery in is moving to day hour work shifts,neutral
2448,during the rally which was authorized by the city administration a consulate official came out to the workers spoke to them and took a letter from them,neutral
2449,has decided to establish a company for vehicle business in china,neutral
2450,was established in in the district of china and is one of s four volume manufacturing plants in the region,neutral
2451,se stock exchange announcement february at am will publish its financial statements bulletin on wednesday february at am,neutral
2452,electricity consumption grows with higher frequencies,neutral
2453,has commissioned finland s oy to conduct a study of reception in some of estonia s largest cities besides,neutral
2454,elsewhere the tendency is towards more developed packaging than before,neutral
2455,equipment will be manufactured in s workshop in finland and is scheduled for shipments during the first quarter of,neutral
2456,has previously held several positions in finance and control at networks including acting as the business group controller and having the corporate controller position at siemens networks,neutral
2457,estonia s agriculture minister seeder is in finland on a visit in the course of which he will meet with his finnish counterpart,neutral
2458,targets to employ at least people in,positive
2459,million of the transaction consideration was paid in the form of vendor notes,neutral
2460,featuring the s user interface this gram model also comes with a inch quarter display and megabytes of internal memory expandable through the micro secure digital slot,neutral
2461,feed companies and do no import feed,neutral
2462,financial strategic and operational factors are considered,neutral
2463,financial details were not disclosed,neutral
2464,financial details were nt disclosed,neutral
2465,financial terms were not disclosed,neutral
2466,financial terms were nt disclosed,neutral
2467,finland s is planning to bring the first section of a on stream in st petersburg at the end of kari vice president of told reporters in helsinki,neutral
2468,companies and have decided to dissolve the joint venture company scandic feed which was established to start local animal feed business and feed production in northwest russia,neutral
2469,finnish drug distributor and wholesaler said on october it named anne vice president of its logistics and department as of january,neutral
2470,finnish electronics contract maker said on january it sold its manufacturing facilities in helsinki to local real estate company for euro,neutral
2471,finnish materials maker corp hel said today it decided to close down its composite production line number at plant in the by the end of march,neutral
2472,finnish investment company is the main owner of finland s successor,neutral
2473,finnish investment group hel said today that it will buy the former production facilities of finland as part of negotiations on the option to invest in specialty cellulose fiber business,neutral
2474,finnish investor hel said last friday it has bought million shares or in norwegian contract electronics manufacturer asa kit for million m,neutral
2475,finnish property investor said it has agreed a credit facility with and a facility with bank,neutral
2476,finnish publisher alma media hel said wednesday it has decided to further extend its apiece mandatory tender offer for media group hel which started on august until november,neutral
2477,finnish real estate company said on april it would build harbour service center at the port of helsinki,neutral
2478,said that the deal is part of its strategy to focus on its core businesses,neutral
2479,first industrial will seek leed designation for s new building and a speculative distribution center at first park,neutral
2480,following the move holding in will remain unchanged,neutral
2481,following the registration the share capital of is,neutral
2482,and consumer goods markets are served by approximately people in manufacturing units and several sales offices in countries,neutral
2483,for the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the trade register,neutral
2484,expects its annual capital expenditure in the next four to five years to be within a range of billion as earlier announced,neutral
2485,had intended to spend as much as euro bn to become the sole owner of,neutral
2486,holds pct of the share capital and pct of the voting rights in the company which it now plans to delist from the warsaw stock exchange,neutral
2487,founded in s clientele consists of public sector builders central trading companies and major construction firms,neutral
2488,from business line may may s two key suppliers and are likely to start operations within three months in the park at km west off,neutral
2489,internet security is a security service for surfing the web online banking and shopping email and other online activities,neutral
2490,reported that the first half of has seen a growing number of targeted attacks on individuals companies and organizations,neutral
2491,geneva finland has developed a radio resource control method,neutral
2492,germany s innovational centers are united in focusing at companies which aim at use of technologies and development of new kinds of activity through supporting the beginner companies with the entire spectrum of their services,neutral
2493,s own glass processing unit glass processing is a manufacturer of high quality safety glass products and operates in finland,neutral
2494,s own glass processing unit glass processing is a manufacturer of high quality safety glass products operating in finland,neutral
2495,global markets direct s bank financial analysis review is an business financial analysis of bank,neutral
2496,he is a chartered accountant in british columbia and alberta as well as a certified public accountant in washington state,neutral
2497,he joined in to lead one of its four business areas and took up the position of president and in,neutral
2498,helsinki finland sept globe expands the company s rd services and establishes a new design unit in connection with site in,positive
2499,helsinki may finnish company hel said today that it will construct an office building at in downtown helsinki without disclosing financial details,neutral
2500,helsinki financial said it will exercise an option to buy a mw natural gas power plant and land in finland for around from,positive
2501,her last position in siemens networks was head of business human resources global it,neutral
2502,her present position is the director of s international department stores,neutral
2503,her work at included strategically repositioning the brand in the category and a major global relaunch,neutral
2504,also decided yesterday to sell of its b series shares to key staff members for per share,neutral
2505,also decided yesterday to sell of its shares to key staff members for per share,neutral
2506,hu will offer a further discount of between and on selected books,neutral
2507,if needed she provides also further information on ferry connections and hotels,neutral
2508,and oleg who currently manage moron and will hold onto the stake for now,neutral
2509,image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display,neutral
2510,implementation of the project will be carried out by the finnish company in association with the investment fund property investment russia epi,neutral
2511,in million tonnes co of eu allowance emissions credit in eu was traded with an underlying market value approx,neutral
2512,in will disclose three interim reports q january march on friday april q april june on friday july q july september on friday october,neutral
2513,in the steel industry accounted for percent of the cargo volumes transported whereas the energy industry accounted for percent and other industries for percent,neutral
2514,in a letter to economic affairs minister the listed estonian shipping company asks for the approval to be entitled to a cut in port fees in,neutral
2515,in a recent interview with the financial times ft s board chairman said if pc was certainly for sale and the price had been set at billion confirming earlier statements,neutral
2516,in a release on oct said the two businesses will continue to be conducted under the brands and stockholm both part of the group,neutral
2517,in addition a further employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed,negative
2518,in addition mids are always online and enable full internet browsing,neutral
2519,in addition the contract includes modification of the effluent treatment plant at,neutral
2520,in connection with the deal will employ persons from in oslo and in silicon valley in the usa,neutral
2521,in his current position manty has worked since,neutral
2522,in the financial statement for the first quarter of is reported under discontinued operations,neutral
2523,in the fourth quarter of banks expects the operating environment for banking and investment services to remain similar to that in,neutral
2524,in the meantime the s duties will be assumed by s deputy,neutral
2525,in the sinter plant limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for ironmaking,neutral
2526,in this way the industry s starting point has been the consumers needs,neutral
2527,in total more than surveillance cameras will be handled and managed according to a variety of needs the company said,neutral
2528,in volume the focus is already outside finland as of the group s products are made in poland and the baltic countries,neutral
2529,headquartered in finland is a electronics contract manufacturer with some employees in finland estonia and india,neutral
2530,contract manufacturing is a subsidiary of corporation of finland,neutral
2531,includes company and brand share data by category as well as distribution channel data,neutral
2532,indigo and serve subscribers and had a market share of approximately as of may,neutral
2533,industry in asia pakistan malaysia taiwan and philippines today global research data services is going to publish several market analyses about the cement markets in asia,neutral
2534,investment management and investment advisory services are the company s sole line of business,neutral
2535,investments are not disclosed,neutral
2536,investments in product development stood at euro,neutral
2537,isms does not disclose its financial results the daily said,neutral
2538,it also includes the installation of new equipment training and startup services as well as service work of the shoe press delivered by in,neutral
2539,it has been agreed with the company s board of directors that she will be available in an advisory role,neutral
2540,it is estonia s meat processing company by market share according to ac nielsen s data percent,neutral
2541,it is expected to be online by,neutral
2542,it s not,neutral
2543,it was decided that the auditors are reimbursed according to invoice,neutral
2544,it will report results on august,neutral
2545,its annual capacity is some mw,neutral
2546,its main business area the glass machinery group of technologies is the global market leader in glass processing machines,positive
2547,its market share is percent according to ac nielsen s data,neutral
2548,its product portfolio comprises harvesters forwarders harvester heads as well as cranes and loaders,neutral
2549,of said the company was focusing on housing and real estate development market,neutral
2550,lang updates hat die die finale version,neutral
2551,joint procurement will be later extended to the factories in the baltic countries,neutral
2552,jon has previously held operational executive positions in american express card and travel divisions as well as schultz sweden and renal products,neutral
2553,oy business id has according to its notice on august acquired alma media shares,neutral
2554,expects the consolidation trend to continue in the finnish market,neutral
2555,forecasts that will close its mill in in germany,neutral
2556,shares closed at us,neutral
2557,has about stores engaged in chain operations in the nordic and baltic countries russia and,neutral
2558,was previously development director for s poultry business,neutral
2559,is operating a retail chain of stores controlled by finnish nonfood center ky oy and oy,neutral
2560,koff s market share of the volume of the market was s,neutral
2561,s food division was reorganised into two strategic business units frozen foods and jams and fish,neutral
2562,last year the firm also acquired oy a real estate development company to advise capman on its property activities,neutral
2563,later on about houses will be build in the area,neutral
2564,started the manufacture of roofing felt in and the production of asphalt in the s,neutral
2565,like all other mechanical from also proline plus is marked and comes with a year warranty,neutral
2566,london group a testing and inspection company said its commercial and electrical division has bought company oy from for in cash,neutral
2567,corp up at corp down cents at agreed to buy the digital music distributor for million,neutral
2568,a spokesperson told to expect a mix of clothing and home decor,neutral
2569,adp news nov finnish solutions provider announced today the launch of opus dc the latest power system in its opus product line,positive
2570,adp news nov finnish paper packaging and forest products company said today that it would invest million m in the building of a power plant at its mi,neutral
2571,the acquisition sum has not been disclosed,neutral
2572,luna took fifth place on a shot behind spain s and germany s while welsh player becky was the british finisher sharing seventh place on after shooting,neutral
2573,maggie ramsey s wait and those of thousands of oregon and washington guides anglers and others who flock to his frequent seminars is nearly over,neutral
2574,marathon now has a percent stake in it said according to,neutral
2575,market data and analytics are derived from primary and secondary research,neutral
2576,may delivered by this report provides key data and information on the meat fish and poultry market in finland,neutral
2577,meanwhile alfa owns of through and of via an stake in holding,neutral
2578,mercator will use the software for its logistic retail and wholesale operations in and its other markets in southeastern europe,neutral
2579,will sell of its stake in the uruguayan companies and,neutral
2580,foundries oy will discontinue production on this line by september the company said,neutral
2581,foundries oy will discontinue production on this line by september,neutral
2582,said it has sold its spreader roll manufacturing business and related assets in the town of southern finland to a group of finnish investors who will operate the business under the name of oy,neutral
2583,also churned up its courtship agreeing to use the mapping service which is offered by a company bought for billion a few years ago,positive
2584,last week also issued the first patch for the windows operating system beta it had released days earlier,neutral
2585,more than tonnes of asphalt mix will be used in the contract,neutral
2586,which is part of finnish paper maker group is due to release its report at around on august,neutral
2587,corporation stock exchange release august at pm has received the million cash payment from corporation a part of group divested its graphic papers business to limited at the end of for million,neutral
2588,n group will pay m of the transaction price upon closing and the remaining sum in,neutral
2589,national conciliator who met both parties on wednesday said they were too far apart in their views for him to propose mediation,negative
2590,nd not disclosed,neutral
2591,negotiations with representatives of the personnel regarding the restructuring process have now been ended,neutral
2592,neither of the companies use genetically engineered soy at the moment,neutral
2593,oil will publish its third quarter results on friday october at approximately am,neutral
2594,new delhi jussi and of telecommunications oy finland have developed cable adjustment device,neutral
2595,new novator products are supposed to be exported,neutral
2596,new product launches in finland will more than double from,positive
2597,s current director for clothing bags and accessories lines will take up this role,neutral
2598,no changes in media activity were seen in october compared with september,neutral
2599,no decision on such sale of the now issued or existing treasury shares to ya global has been made yet,neutral
2600,no financial detail were available,neutral
2601,no financial details were revealed,neutral
2602,no financial information was provided,neutral
2603,no other devices were involved in this action,neutral
2604,is also negotiating the product portfolio of the new company,neutral
2605,suomi according to previously announced has made forward contracts on alma media corporation shares,neutral
2606,s chairman of the board hans has informed the nomination committee that he will not be up for reelection at the annual general meeting in,neutral
2607,was the cheapest also for a couple in their s with debt,neutral
2608,nordic business report january inaugurates new plant in estonia m communications finnish power electronics manufacturer said on tuesday january that it was inaugurating its new plant in estonia,neutral
2609,will make the offer in approximately one month in september,neutral
2610,number of offers received for this contract is two,neutral
2611,analysis,neutral
2612,odell has not contacted the state of finland in this issue,neutral
2613,center area is expected to have about square metres of office premises by,neutral
2614,has used the furnaces for the contract manufacturing of solar crystals,neutral
2615,revised its financial outlook based on its order book,neutral
2616,on august s stake in was,neutral
2617,one can also apply for jobs directly from the select which cv to attach and which covering letter is most appropriate for each position,neutral
2618,one price category is for calls on the preferred operator s network and another for calls on other operators networks,neutral
2619,operators only need to learn how to use one device for multiple levels of applications including operations,neutral
2620,originally posted to the security security watch,neutral
2621,is a spinoff of finnish pharmaceutical group orion s wholesale division,neutral
2622,other westphalia is to issue a benchmark year fixed rate deal in euros,neutral
2623,other details were not provided,neutral
2624,our objective is to yield a significant part of our turnover in russia in a couple of years says s managing director,neutral
2625,is currently delivering a new oil shale processing plant for in estonia based on technology which has been developed jointly by and,neutral
2626,pa chase and co and bank are joint on the senior unsecured deal,neutral
2627,did not disclose the purchase price,neutral
2628,pharmaceutical market in belgium global research data services published recently a market analysis about the pharmaceutical markets in belgium,neutral
2629,pharmaceutical market in poland global research data services published recently a market analysis about the pharmaceutical markets in poland,neutral
2630,was not available to comment on the report,neutral
2631,and cooperative banks have continued to combine their branch office network,neutral
2632,will act as the manager of the issue and the bond will be listed on helsinki,neutral
2633,will divide its sales and maintenance service network into six geographical areas,neutral
2634,announcement december at pm pursuant to s stock option program new shares of the company have been subscribed since october with stock options b,neutral
2635,presentation materials will be posted on the company s in the investor relations section on the presentations tab,neutral
2636,previously held a pct stake in the finnish company following the takeover bid launched in november,neutral
2637,price talk is in the swaps plus bps area and the leads are and,neutral
2638,prior to the transaction whose financial terms have not been disclosed alma media owned of net,neutral
2639,production facilities july finnish investment group hel said today that it will buy the former production facilities of finland as part of negotiations on the option to invest in specialty cellulose fiber business,neutral
2640,products include consumer electronics devices such as mobile phones and their accessories boxes flat panel as well as system solutions products such as infrastructure systems modules and other industrial segment products,neutral
2641,announced today may that its subsidiary software solutions as has agreed to sell its share of north america to a holding as an investment group based in norway,neutral
2642,announced today may that its subsidiary software solutions as has agreed to sell its share of north america to a holding as an investment group based in norway,neutral
2643,proline plus is available in both adjustable single and multichannel models and fixed volume models in volume ranges from micro litres to ml,neutral
2644,closed at on friday on the american stock exchange giving a market cap of million,neutral
2645,is developing genetically engineered proteins from plant cells,neutral
2646,purchase it for the mp snapper if nothing else,neutral
2647,rd loan,neutral
2648,radiation and today is a full service house expert in radiation and nuclear safety issues,neutral
2649,is the site of the main production plants as well as company headquarters,neutral
2650,corporation is a company engaged in the manufacture and distribution of fishing equipment and accessories,neutral
2651,was also for mobility services and his job in this division will be continued by marek,neutral
2652,recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of,neutral
2653,retail chain was given the index airline s broadband german retail chain tele finland s mobile subscriptions shipping line and power company helsinki energy,neutral
2654,chief executive of print and also owner of the remainder of the company will keep his position after the acquisition,neutral
2655,is a part of austria and is a subsidiary to in austria,neutral
2656,collins is a provider of flight deck cabin and information management solutions for business aircraft operators,neutral
2657,s business sectors are building construction infrastructure construction and technical building services,neutral
2658,manufacturing oy will pay million in cash to in connection with the implementation of the sale and transfer of the business,neutral
2659,housing loan bank a unit of finland s bank has priced its bn bond at reported,neutral
2660,jarmo head of investor relations and group communications tel distribution helsinki the principal media financial supervisory authority this announcement is distributed by on behalf of clients,neutral
2661,san francisco corp the world s largest maker is using the consumer electronics show in las vegas to introduce a thin folding phone according to a media report monday,neutral
2662,magazines international will invite other shareholders holding approximately of the shares to sell their shares,neutral
2663,is a global contract manufacturer and systems supplier for communication and industrial electronics,neutral
2664,at eila vice president corporate communications tel mobile email eila,neutral
2665,offers general rental equipment aluminium scaffolding power generator and hoists to customers in the construction sector,neutral
2666,services supplier to streamline operations in finland and the us finnish electronic systems and services supplier helsinki said on tuesday february that it has initiated statutory negotiations regarding a streamlining of its operations in finland,positive
